ontology_curie	biosample_name	biosample_type	biosample_life_stage	gtex_tissue	available_outputs	track_filters	total_tracks
EFO:0002784	GM12878	cell_line	adult		atac,cage,chip_histone,chip_tf,contact_maps,dnase,rna_seq,splice_junctions,splice_site_usage	4dn:4DNFIXP4QG5B|ATAC-seq|DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq ARID3A|TF ChIP-seq ARNT|TF ChIP-seq ATF2|TF ChIP-seq ATF7|TF ChIP-seq BACH1|TF ChIP-seq BATF|TF ChIP-seq BCL11A|TF ChIP-seq BCLAF1|TF ChIP-seq BHLHE40|TF ChIP-seq BMI1|TF ChIP-seq CBFB|TF ChIP-seq CBX5|TF ChIP-seq CHD2|TF ChIP-seq CREB1|TF ChIP-seq CREM|TF ChIP-seq CTCF|TF ChIP-seq DPF2|TF ChIP-seq E4F1|TF ChIP-seq EBF1|TF ChIP-seq EED|TF ChIP-seq EGR1|TF ChIP-seq ELF1|TF ChIP-seq ELK1|TF ChIP-seq EP300|TF ChIP-seq ETS1|TF ChIP-seq ETV6|TF ChIP-seq FOXK2|TF ChIP-seq FOXM1|TF ChIP-seq GABPA|TF ChIP-seq GATAD2B|TF ChIP-seq HCFC1|TF ChIP-seq HDGF|TF ChIP-seq IKZF1|TF ChIP-seq IKZF2|TF ChIP-seq IRF4|TF ChIP-seq JUNB|TF ChIP-seq JUND|TF ChIP-seq KLF5|TF ChIP-seq LARP7|TF ChIP-seq MAFK|TF ChIP-seq MAX|TF ChIP-seq MAZ|TF ChIP-seq MAZ genetically modified (insertion) using CRISPR targeting H. sapiens MAZ|TF ChIP-seq MEF2A|TF ChIP-seq MLLT1|TF ChIP-seq MTA2|TF ChIP-seq MTA3|TF ChIP-seq MXI1|TF ChIP-seq NBN|TF ChIP-seq NFATC1|TF ChIP-seq NFIC|TF ChIP-seq NFYB|TF ChIP-seq NKRF|TF ChIP-seq NR2C1|TF ChIP-seq NR2F1|TF ChIP-seq NRF1|TF ChIP-seq PAX5|TF ChIP-seq PKNOX1|TF ChIP-seq PML|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS2|TF ChIP-seq POLR2AphosphoS5|TF ChIP-seq POU2F2|TF ChIP-seq RAD21|TF ChIP-seq RAD51|TF ChIP-seq RB1|TF ChIP-seq RELA|TF ChIP-seq RELB|TF ChIP-seq REST|TF ChIP-seq RFX5|TF ChIP-seq RUNX3|TF ChIP-seq SIN3A|TF ChIP-seq SMAD1|TF ChIP-seq SMAD5|TF ChIP-seq SMARCA5|TF ChIP-seq SMC3|TF ChIP-seq SP1|TF ChIP-seq SPI1|TF ChIP-seq SRF|TF ChIP-seq STAT5A|TF ChIP-seq SUPT20H|TF ChIP-seq TAF1|TF ChIP-seq TARDBP|TF ChIP-seq TBL1XR1|TF ChIP-seq TBP|TF ChIP-seq TBX21|TF ChIP-seq TCF12|TF ChIP-seq TCF3|TF ChIP-seq TCF7|TF ChIP-seq TRIM22|TF ChIP-seq USF2|TF ChIP-seq YY1|TF ChIP-seq ZBED1|TF ChIP-seq ZBTB11 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB11|TF ChIP-seq ZBTB40|TF ChIP-seq ZFP36|TF ChIP-seq ZNF207|TF ChIP-seq ZNF217|TF ChIP-seq ZNF24|TF ChIP-seq ZNF384|TF ChIP-seq ZNF687|hCAGE EFO:0002784|polyA plus RNA-seq|total RNA-seq	125
EFO:0002785	GM12891	cell_line	unknown		chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|TF ChIP-seq POU2F2|TF ChIP-seq SPI1|TF ChIP-seq TAF1|TF ChIP-seq YY1|polyA plus RNA-seq	11
EFO:0002786	GM12892	cell_line	unknown		chip_tf,rna_seq,splice_junctions,splice_site_usage	TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|TF ChIP-seq TAF1|TF ChIP-seq YY1|polyA plus RNA-seq	8
EFO:0002788	GM19238	cell_line	unknown		dnase	DNase-seq	1
EFO:0002789	GM19239	cell_line	unknown		dnase	DNase-seq	1
EFO:0002790	GM19240	cell_line	unknown		dnase	DNase-seq	1
EFO:0002791	HeLa-S3	cell_line	adult		cage,chip_histone,chip_tf,contact_maps,dnase,rna_seq,splice_junctions,splice_site_usage	4dn:4DNFIBM9QCFG|DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq BRCA1|TF ChIP-seq BRF2|TF ChIP-seq CEBPB|TF ChIP-seq CHD2|TF ChIP-seq CTCF|TF ChIP-seq E2F1|TF ChIP-seq E2F4|TF ChIP-seq ELK1|TF ChIP-seq ELK4|TF ChIP-seq EP300|TF ChIP-seq GABPA|TF ChIP-seq GTF2F1|TF ChIP-seq HCFC1|TF ChIP-seq JUN|TF ChIP-seq JUND|TF ChIP-seq MAFF|TF ChIP-seq MAFK|TF ChIP-seq MAX|TF ChIP-seq MAZ|TF ChIP-seq MXI1|TF ChIP-seq NFE2L2|TF ChIP-seq NFYA|TF ChIP-seq NFYB|TF ChIP-seq NR2C2|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS2|TF ChIP-seq POLR3A|TF ChIP-seq PRDM1|TF ChIP-seq RAD21|TF ChIP-seq REST|TF ChIP-seq RFX5|TF ChIP-seq SMARCB1|TF ChIP-seq SMARCC1|TF ChIP-seq SMC3|TF ChIP-seq STAT3|TF ChIP-seq SUPT20H|TF ChIP-seq TAF1|TF ChIP-seq TBP|TF ChIP-seq TCF7L2|TF ChIP-seq USF2|hCAGE EFO:0002791|polyA plus RNA-seq	59
EFO:0002793	HL-60	cell_line	adult		cage,chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq GABPA|TF ChIP-seq POLR2AphosphoS5|TF ChIP-seq SPI1|hCAGE EFO:0002793	9
EFO:0002796	Jurkat	cell_line			cage	hCAGE EFO:0002796	2
EFO:0002798	NB4	cell_line	adult		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq MAX|TF ChIP-seq MYC|TF ChIP-seq POLR2A	6
EFO:0002819	Calu3	cell_line	adult		chip_tf,dnase,procap,rna_seq,splice_junctions,splice_site_usage	DNase-seq|ENCSR797DEF|TF ChIP-seq CTCF|total RNA-seq	9
EFO:0002824	HCT116	cell_line	adult		atac,chip_histone,chip_tf,contact_maps,dnase,rna_seq,splice_junctions,splice_site_usage	4dn:4DNFIFLDVASC|4dn:4DNFILP99QJS|ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq CBX3|TF ChIP-seq CEBPB|TF ChIP-seq CTCF|TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens BRD4|TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens CDK7|TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens CTCF|TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens MED14|TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens POLR2A|TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens RAD21|TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens SMARCA5|TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens SUPT16H|TF ChIP-seq EGR1|TF ChIP-seq ELF1|TF ChIP-seq FOSL1|TF ChIP-seq JUND|TF ChIP-seq MAX|TF ChIP-seq POLR2AphosphoS5|TF ChIP-seq RAD21|TF ChIP-seq REST|TF ChIP-seq SIN3A|TF ChIP-seq SP1|TF ChIP-seq SRF|TF ChIP-seq TEAD4|TF ChIP-seq USF1|TF ChIP-seq ZFX|polyA plus RNA-seq|total RNA-seq	46
EFO:0002847	PC-9	cell_line	unknown		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3F3A|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me2|Histone ChIP-seq H3K9me3|Histone ChIP-seq H4K20me1|TF ChIP-seq CTCF|total RNA-seq	19
EFO:0002860	SK-N-MC	cell_line	child		cage,chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|TF ChIP-seq POLR2AphosphoS5|hCAGE EFO:0002860	9
EFO:0003037	CMK	cell_line	child		dnase	DNase-seq	1
EFO:0003042	H1	cell_line	embryonic		chip_histone,chip_tf,contact_maps,dnase,rna_seq,splice_junctions,splice_site_usage	4dn:4DNFI6HDY7WZ|4dn:4DNFI82R42AD|4dn:4DNFI9GMP2J8|4dn:4DNFINFQV712|4dn:4DNFINQYW56E|4dn:4DNFIW8IXCX1|DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H2BK12ac|Histone ChIP-seq H2BK5ac|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|Histone ChIP-seq H4K20me1|Histone ChIP-seq H4K91ac|TF ChIP-seq ASH2L|TF ChIP-seq ATF2|TF ChIP-seq ATF3|TF ChIP-seq BACH1|TF ChIP-seq CEBPB|TF ChIP-seq CHD2|TF ChIP-seq CREB1|TF ChIP-seq CTBP2|TF ChIP-seq CTCF|TF ChIP-seq E2F6|TF ChIP-seq EGR1|TF ChIP-seq EP300|TF ChIP-seq GABPA|TF ChIP-seq HDAC2|TF ChIP-seq JUND|TF ChIP-seq KDM1A|TF ChIP-seq MAFK|TF ChIP-seq MAX|TF ChIP-seq MYC|TF ChIP-seq NRF1|TF ChIP-seq PHF8|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|TF ChIP-seq RAD21|TF ChIP-seq RBBP5|TF ChIP-seq REST|TF ChIP-seq SIN3A|TF ChIP-seq SIX5|TF ChIP-seq SP1|TF ChIP-seq SP4|TF ChIP-seq SRF|TF ChIP-seq SUZ12|TF ChIP-seq TAF1|TF ChIP-seq TBP|TF ChIP-seq TCF12|TF ChIP-seq TEAD4|TF ChIP-seq USF1|TF ChIP-seq USF2|TF ChIP-seq YY1|polyA plus RNA-seq|total RNA-seq	71
EFO:0003044	NCI-H460	cell_line	unknown		cage,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|hCAGE EFO:0003044|polyA plus RNA-seq|total RNA-seq	13
EFO:0003045	H9	cell_line	embryonic		chip_histone,chip_tf,contact_maps,dnase,rna_seq,splice_junctions,splice_site_usage	4dn:4DNFI4DCV74I|4dn:4DNFI8RH55DO|4dn:4DNFIIOUG5RF|4dn:4DNFIPO1DGLH|4dn:4DNFIRO3DQCO|4dn:4DNFIT5YVTLO|DNase-seq|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|total RNA-seq	19
EFO:0003072	SK-N-SH	cell_line	child		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|Histone ChIP-seq H4K20me1|TF ChIP-seq CHD2|TF ChIP-seq CTCF|TF ChIP-seq ELF1|TF ChIP-seq EP300|TF ChIP-seq FOSL2|TF ChIP-seq FOXJ3 genetically modified (insertion) using CRISPR targeting H. sapiens FOXJ3|TF ChIP-seq FOXM1|TF ChIP-seq GABPA|TF ChIP-seq GATA2 genetically modified (insertion) using CRISPR targeting H. sapiens GATA2|TF ChIP-seq GATA3|TF ChIP-seq JUND|TF ChIP-seq MAX|TF ChIP-seq MEF2A|TF ChIP-seq MXI1|TF ChIP-seq NFIC|TF ChIP-seq NRF1|TF ChIP-seq PBX3|TF ChIP-seq POLR2AphosphoS5|TF ChIP-seq RAD21|TF ChIP-seq RCOR1|TF ChIP-seq REST|TF ChIP-seq RFX5|TF ChIP-seq RXRA|TF ChIP-seq SIN3A|TF ChIP-seq SMC3|TF ChIP-seq TAF1|TF ChIP-seq TCF12|TF ChIP-seq TEAD4|TF ChIP-seq USF1|TF ChIP-seq YY1|TF ChIP-seq ZBTB33|polyA plus RNA-seq	48
EFO:0005234	PFSK-1	cell_line	child		chip_tf,rna_seq,splice_junctions,splice_site_usage	TF ChIP-seq POLR2AphosphoS5|TF ChIP-seq REST|TF ChIP-seq SIN3A|TF ChIP-seq TAF1|polyA plus RNA-seq	8
EFO:0005236	NT2/D1	cell_line	unknown		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|TF ChIP-seq YY1	8
EFO:0005237	U-87 MG	cell_line	adult		rna_seq,splice_junctions,splice_site_usage	polyA plus RNA-seq	4
EFO:0005282	HS-5	cell_line	adult		dnase	DNase-seq	1
EFO:0005283	HS-27A	cell_line	adult		dnase	DNase-seq	1
EFO:0005332	GM18505	cell_line	adult		atac	ATAC-seq	1
EFO:0005333	GM08714	cell_line	unknown		chip_histone	Histone ChIP-seq H3K4me3	1
EFO:0005336	GM10847	cell_line	unknown		chip_tf	TF ChIP-seq POLR2A	1
EFO:0005337	GM12864	cell_line	unknown		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	3
EFO:0005338	GM12865	cell_line	unknown		chip_histone,dnase	DNase-seq|Histone ChIP-seq H3K4me3	2
EFO:0005345	GM13976	cell_line	unknown		dnase	DNase-seq	1
EFO:0005347	GM15510	cell_line	unknown		chip_tf	TF ChIP-seq POLR2A	1
EFO:0005348	GM18526	cell_line	unknown		chip_tf	TF ChIP-seq POLR2A	1
EFO:0005349	GM18951	cell_line	unknown		chip_tf	TF ChIP-seq POLR2A	1
EFO:0005350	GM19099	cell_line	unknown		chip_tf	TF ChIP-seq POLR2A	1
EFO:0005351	GM19193	cell_line	unknown		chip_tf	TF ChIP-seq POLR2A	1
EFO:0005352	GM20000	cell_line	child		dnase	DNase-seq	1
EFO:0005384	HuH-7	cell_line	adult		dnase	DNase-seq	1
EFO:0005441	DU 145	cell_line			cage	hCAGE EFO:0005441	2
EFO:0005694	KMS-11	cell_line	adult		chip_histone,chip_tf	Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq CTCF	7
EFO:0005696	D721Med	cell_line	child		dnase	DNase-seq	1
EFO:0005697	M059J	cell_line	adult		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|total RNA-seq	6
EFO:0005698	Daoy	cell_line	child		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|total RNA-seq	6
EFO:0005704	HuH-7.5	cell_line	adult		dnase	DNase-seq	1
EFO:0005707	RCC 7860	cell_line	adult		dnase	DNase-seq	1
EFO:0005709	HTR-8/SVneo	cell_line	embryonic		dnase	DNase-seq	1
EFO:0005710	HFF-Myc	cell_line	newborn		chip_histone,dnase	DNase-seq|Histone ChIP-seq H3K4me3	2
EFO:0005712	RPMI7951	cell_line	adult		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|total RNA-seq	6
EFO:0005714	LHCN-M2	cell_line	adult		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq|total RNA-seq	10
EFO:0005715	WERI-Rb-1	cell_line	child		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	6
EFO:0005718	Ishikawa	cell_line	adult		chip_tf	TF ChIP-seq CEBPB|TF ChIP-seq CREB1|TF ChIP-seq EGR1|TF ChIP-seq EP300|TF ChIP-seq FOXM1|TF ChIP-seq MAX|TF ChIP-seq NFIC|TF ChIP-seq RAD21|TF ChIP-seq REST|TF ChIP-seq SRF|TF ChIP-seq TAF1|TF ChIP-seq TCF12|TF ChIP-seq TEAD4|TF ChIP-seq USF1|TF ChIP-seq YY1|TF ChIP-seq ZBTB7A	16
EFO:0005719	Karpas-422	cell_line	adult		chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|total RNA-seq	15
EFO:0005720	SK-MEL-5	cell_line	adult		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq|total RNA-seq	11
EFO:0005721	SK-N-DZ	cell_line	child		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	6
EFO:0005722	SJCRH30	cell_line	child		chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|total RNA-seq	10
EFO:0005723	GM23248	cell_line	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3F3A|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq EZH2phosphoT487|polyA plus RNA-seq|total RNA-seq	21
EFO:0005724	MM.1S	cell_line	adult		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3F3A|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq CTCF	11
EFO:0005725	BE2C	cell_line	child		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|polyA plus RNA-seq	10
EFO:0005726	LNCaP clone FGC	cell_line	adult		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	3
EFO:0005901	ELF-1	cell_line	embryonic		dnase	DNase-seq	1
EFO:0005903	KBM-7	cell_line	adult		contact_maps,dnase	4dn:4DNFI5IHU27G|DNase-seq	2
EFO:0005904	H7	cell_line	embryonic		chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me3|total RNA-seq	9
EFO:0005907	OCI-LY1	cell_line	adult		chip_histone,chip_tf	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq CTCF|TF ChIP-seq EZH2	9
EFO:0005913	urothelium cell line	cell_line	child		dnase	DNase-seq	1
EFO:0006270	AG04450	cell_line	embryonic		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|polyA plus RNA-seq	11
EFO:0006283	KOPT-K1	cell_line	unknown		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1	3
EFO:0006365	C4-2B	cell_line	adult		chip_histone,chip_tf	Histone ChIP-seq H3K27ac|TF ChIP-seq CTCF|TF ChIP-seq ZFX	3
EFO:0006639	LoVo	cell_line	adult		dnase	DNase-seq	1
EFO:0006710	OCI-LY3	cell_line	adult		chip_histone,chip_tf	Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|Histone ChIP-seq H4K20me1|TF ChIP-seq CTCF	11
EFO:0006711	OCI-LY7	cell_line	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|TF ChIP-seq CTCF|total RNA-seq	14
EFO:0007070	ACC112	cell_line	adult		chip_histone	Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2	7
EFO:0007073	CyT49	cell_line			contact_maps	4dn:4DNFI2VYSX9M|4dn:4DNFIK3NF6R2|4dn:4DNFINXSKZ4F|4dn:4DNFIXOWKAM6	4
EFO:0007074	DND-41	cell_line	child		atac,chip_histone,chip_tf,dnase	ATAC-seq|DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|Histone ChIP-seq H4K20me1|TF ChIP-seq CTCF	12
EFO:0007076	ES-I3	cell_line	embryonic		chip_histone	Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K9ac	3
EFO:0007083	HUES48	cell_line	embryonic		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3	7
EFO:0007086	HUES6	cell_line	embryonic		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3	7
EFO:0007089	HUES64	cell_line	embryonic		chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|polyA plus RNA-seq	12
EFO:0007096	iPS DF 19.11	cell_line	newborn		chip_histone	Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3	4
EFO:0007098	iPS DF 6.9	cell_line	newborn		chip_histone,dnase	DNase-seq|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K4me3	3
EFO:0007099	iPS-11a	cell_line	adult		chip_histone	Histone ChIP-seq H3K4me3	1
EFO:0007102	iPS-15b	cell_line	adult		chip_histone	Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac	5
EFO:0007105	iPS-18a	cell_line	adult		chip_histone	Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3	6
EFO:0007107	iPS-18c	cell_line	adult		chip_histone	Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3	2
EFO:0007108	iPS-20b	cell_line	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3	7
EFO:0007112	Loucy	cell_line	adult		chip_histone,chip_tf	Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq CTCF	8
EFO:0007116	UCSF-4	cell_line	embryonic		chip_histone	Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3	5
EFO:0007598	HAP-1	cell_line	adult		chip_histone,dnase	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3	5
EFO:0007599	L1-S8	cell_line	unknown		dnase	DNase-seq	1
EFO:0007600	L1-S8R	cell_line	unknown		dnase	DNase-seq	1
